image_id,label,class_name
2224991111.jpg,3,Cassava Mosaic Disease (CMD)
1984830007.jpg,1,Cassava Brown Streak Disease (CBSD)
337218970.jpg,0,Cassava Bacterial Blight (CBB)
1294805879.jpg,1,Cassava Brown Streak Disease (CBSD)
2105589928.jpg,2,Cassava Green Mottle (CGM)
2881741039.jpg,3,Cassava Mosaic Disease (CMD)
1000015157.jpg,0,Cassava Bacterial Blight (CBB)
1144328728.jpg,3,Cassava Mosaic Disease (CMD)
194923526.jpg,1,Cassava Brown Streak Disease (CBSD)
1890187078.jpg,1,Cassava Brown Streak Disease (CBSD)
1120985228.jpg,3,Cassava Mosaic Disease (CMD)
2729880246.jpg,3,Cassava Mosaic Disease (CMD)
2809743739.jpg,1,Cassava Brown Streak Disease (CBSD)
2502748604.jpg,3,Cassava Mosaic Disease (CMD)
4083517071.jpg,1,Cassava Brown Streak Disease (CBSD)
2780503460.jpg,3,Cassava Mosaic Disease (CMD)
3893486211.jpg,1,Cassava Brown Streak Disease (CBSD)
292918886.jpg,0,Cassava Bacterial Blight (CBB)
2210767635.jpg,0,Cassava Bacterial Blight (CBB)
481972599.jpg,4,Healthy
2800374869.jpg,3,Cassava Mosaic Disease (CMD)
2385423168.jpg,2,Cassava Green Mottle (CGM)
2241577548.jpg,3,Cassava Mosaic Disease (CMD)
2321881584.jpg,1,Cassava Brown Streak Disease (CBSD)
1025198223.jpg,3,Cassava Mosaic Disease (CMD)
1293001652.jpg,0,Cassava Bacterial Blight (CBB)
3476880261.jpg,0,Cassava Bacterial Blight (CBB)
2903629810.jpg,2,Cassava Green Mottle (CGM)
1973109559.jpg,3,Cassava Mosaic Disease (CMD)
524130379.jpg,4,Healthy
2609756462.jpg,0,Cassava Bacterial Blight (CBB)
1924914.jpg,1,Cassava Brown Streak Disease (CBSD)
1014810796.jpg,3,Cassava Mosaic Disease (CMD)
1529371079.jpg,2,Cassava Green Mottle (CGM)
3669979796.jpg,2,Cassava Green Mottle (CGM)
3571228905.jpg,0,Cassava Bacterial Blight (CBB)
3021759885.jpg,3,Cassava Mosaic Disease (CMD)
1170312176.jpg,3,Cassava Mosaic Disease (CMD)
2872979804.jpg,0,Cassava Bacterial Blight (CBB)
3099133132.jpg,2,Cassava Green Mottle (CGM)
235787539.jpg,2,Cassava Green Mottle (CGM)
2992093777.jpg,3,Cassava Mosaic Disease (CMD)
3218992667.jpg,0,Cassava Bacterial Blight (CBB)
1461642951.jpg,4,Healthy
1560029412.jpg,1,Cassava Brown Streak Disease (CBSD)
2877824060.jpg,3,Cassava Mosaic Disease (CMD)
2242503873.jpg,3,Cassava Mosaic Disease (CMD)
4286700834.jpg,4,Healthy
1039292236.jpg,1,Cassava Brown Streak Disease (CBSD)
2406694792.jpg,2,Cassava Green Mottle (CGM)
1161718761.jpg,0,Cassava Bacterial Blight (CBB)
3134964669.jpg,4,Healthy
4046661202.jpg,0,Cassava Bacterial Blight (CBB)
1292034909.jpg,2,Cassava Green Mottle (CGM)
4280760906.jpg,4,Healthy
2776053424.jpg,3,Cassava Mosaic Disease (CMD)
2421980371.jpg,2,Cassava Green Mottle (CGM)
1882473489.jpg,4,Healthy
2858810881.jpg,3,Cassava Mosaic Disease (CMD)
1045776023.jpg,3,Cassava Mosaic Disease (CMD)
2582612348.jpg,1,Cassava Brown Streak Disease (CBSD)
2252678193.jpg,2,Cassava Green Mottle (CGM)
2188599184.jpg,1,Cassava Brown Streak Disease (CBSD)
3324881806.jpg,2,Cassava Green Mottle (CGM)
2546839136.jpg,3,Cassava Mosaic Disease (CMD)
3205640765.jpg,4,Healthy
1792460758.jpg,0,Cassava Bacterial Blight (CBB)
2823798822.jpg,2,Cassava Green Mottle (CGM)
2864662204.jpg,3,Cassava Mosaic Disease (CMD)
551310653.jpg,4,Healthy
2807173695.jpg,1,Cassava Brown Streak Disease (CBSD)
1312991272.jpg,0,Cassava Bacterial Blight (CBB)
286515278.jpg,3,Cassava Mosaic Disease (CMD)
2984202132.jpg,3,Cassava Mosaic Disease (CMD)
2450545291.jpg,3,Cassava Mosaic Disease (CMD)
4131457294.jpg,0,Cassava Bacterial Blight (CBB)
1070742689.jpg,3,Cassava Mosaic Disease (CMD)
1654239576.jpg,2,Cassava Green Mottle (CGM)
498491072.jpg,0,Cassava Bacterial Blight (CBB)
3003805645.jpg,3,Cassava Mosaic Disease (CMD)
83870062.jpg,0,Cassava Bacterial Blight (CBB)
2531011684.jpg,3,Cassava Mosaic Disease (CMD)
2642987699.jpg,3,Cassava Mosaic Disease (CMD)
2606312417.jpg,3,Cassava Mosaic Disease (CMD)
1101317234.jpg,3,Cassava Mosaic Disease (CMD)
2623698419.jpg,3,Cassava Mosaic Disease (CMD)
2256445671.jpg,3,Cassava Mosaic Disease (CMD)
2685552473.jpg,3,Cassava Mosaic Disease (CMD)
3539619673.jpg,1,Cassava Brown Streak Disease (CBSD)
2243247761.jpg,3,Cassava Mosaic Disease (CMD)
3059720126.jpg,2,Cassava Green Mottle (CGM)
1010470173.jpg,1,Cassava Brown Streak Disease (CBSD)
3278657950.jpg,4,Healthy
226294252.jpg,3,Cassava Mosaic Disease (CMD)
2504048153.jpg,3,Cassava Mosaic Disease (CMD)
2244982955.jpg,1,Cassava Brown Streak Disease (CBSD)
1984285050.jpg,2,Cassava Green Mottle (CGM)
2399789608.jpg,2,Cassava Green Mottle (CGM)
3943338687.jpg,2,Cassava Green Mottle (CGM)
2174309008.jpg,3,Cassava Mosaic Disease (CMD)
1750963666.jpg,0,Cassava Bacterial Blight (CBB)
2541897274.jpg,2,Cassava Green Mottle (CGM)
2415642544.jpg,1,Cassava Brown Streak Disease (CBSD)
3687904505.jpg,2,Cassava Green Mottle (CGM)
1042550484.jpg,3,Cassava Mosaic Disease (CMD)
2527520202.jpg,0,Cassava Bacterial Blight (CBB)
1488108256.jpg,1,Cassava Brown Streak Disease (CBSD)
3027608054.jpg,1,Cassava Brown Streak Disease (CBSD)
1497853421.jpg,0,Cassava Bacterial Blight (CBB)
445341591.jpg,4,Healthy
1926670152.jpg,0,Cassava Bacterial Blight (CBB)
2554138947.jpg,3,Cassava Mosaic Disease (CMD)
270386050.jpg,1,Cassava Brown Streak Disease (CBSD)
1657183324.jpg,2,Cassava Green Mottle (CGM)
2557422012.jpg,3,Cassava Mosaic Disease (CMD)
1045989131.jpg,3,Cassava Mosaic Disease (CMD)
2346225586.jpg,2,Cassava Green Mottle (CGM)
2409691318.jpg,3,Cassava Mosaic Disease (CMD)
2130031461.jpg,4,Healthy
3792671862.jpg,2,Cassava Green Mottle (CGM)
210460809.jpg,1,Cassava Brown Streak Disease (CBSD)
2297472102.jpg,4,Healthy
1639780135.jpg,4,Healthy
1515903038.jpg,1,Cassava Brown Streak Disease (CBSD)
3998452657.jpg,4,Healthy
340679528.jpg,2,Cassava Green Mottle (CGM)
3945872805.jpg,1,Cassava Brown Streak Disease (CBSD)
4220602838.jpg,4,Healthy
3043620749.jpg,2,Cassava Green Mottle (CGM)
1378330885.jpg,2,Cassava Green Mottle (CGM)
2992863090.jpg,4,Healthy
3057793137.jpg,0,Cassava Bacterial Blight (CBB)
2888884309.jpg,3,Cassava Mosaic Disease (CMD)
2469928769.jpg,2,Cassava Green Mottle (CGM)
3769308751.jpg,1,Cassava Brown Streak Disease (CBSD)
2853436606.jpg,3,Cassava Mosaic Disease (CMD)
1929510475.jpg,0,Cassava Bacterial Blight (CBB)
2170099924.jpg,2,Cassava Green Mottle (CGM)
2607761744.jpg,4,Healthy
253146039.jpg,0,Cassava Bacterial Blight (CBB)
1307416806.jpg,1,Cassava Brown Streak Disease (CBSD)
2357741257.jpg,3,Cassava Mosaic Disease (CMD)
2312841243.jpg,3,Cassava Mosaic Disease (CMD)
1344445533.jpg,2,Cassava Green Mottle (CGM)
1430257906.jpg,1,Cassava Brown Streak Disease (CBSD)
1127648735.jpg,3,Cassava Mosaic Disease (CMD)
2356475443.jpg,3,Cassava Mosaic Disease (CMD)
1783273641.jpg,1,Cassava Brown Streak Disease (CBSD)
2229012981.jpg,3,Cassava Mosaic Disease (CMD)
3197802027.jpg,0,Cassava Bacterial Blight (CBB)
2405041059.jpg,3,Cassava Mosaic Disease (CMD)
2482984898.jpg,3,Cassava Mosaic Disease (CMD)
27221590.jpg,3,Cassava Mosaic Disease (CMD)
2592556501.jpg,3,Cassava Mosaic Disease (CMD)
2803200919.jpg,2,Cassava Green Mottle (CGM)
2668242529.jpg,0,Cassava Bacterial Blight (CBB)
2775859680.jpg,4,Healthy
2579509764.jpg,3,Cassava Mosaic Disease (CMD)
1233519528.jpg,2,Cassava Green Mottle (CGM)
2206994668.jpg,2,Cassava Green Mottle (CGM)
1328164078.jpg,0,Cassava Bacterial Blight (CBB)
1602542703.jpg,4,Healthy
3247645012.jpg,1,Cassava Brown Streak Disease (CBSD)
2989060888.jpg,1,Cassava Brown Streak Disease (CBSD)
1227531167.jpg,3,Cassava Mosaic Disease (CMD)
3266655570.jpg,1,Cassava Brown Streak Disease (CBSD)
2988461706.jpg,2,Cassava Green Mottle (CGM)
2153916773.jpg,3,Cassava Mosaic Disease (CMD)
3449482809.jpg,1,Cassava Brown Streak Disease (CBSD)
2438313768.jpg,2,Cassava Green Mottle (CGM)
1633537888.jpg,1,Cassava Brown Streak Disease (CBSD)
1176023935.jpg,3,Cassava Mosaic Disease (CMD)
2781120997.jpg,3,Cassava Mosaic Disease (CMD)
260241921.jpg,1,Cassava Brown Streak Disease (CBSD)
190928103.jpg,2,Cassava Green Mottle (CGM)
1001320321.jpg,0,Cassava Bacterial Blight (CBB)
29400522.jpg,1,Cassava Brown Streak Disease (CBSD)
1449414594.jpg,2,Cassava Green Mottle (CGM)
2673270536.jpg,3,Cassava Mosaic Disease (CMD)
2278360992.jpg,1,Cassava Brown Streak Disease (CBSD)
2665787416.jpg,0,Cassava Bacterial Blight (CBB)
2337801831.jpg,3,Cassava Mosaic Disease (CMD)
3633505917.jpg,2,Cassava Green Mottle (CGM)
2166665213.jpg,3,Cassava Mosaic Disease (CMD)
2601029045.jpg,3,Cassava Mosaic Disease (CMD)
1963206223.jpg,4,Healthy
1960632681.jpg,1,Cassava Brown Streak Disease (CBSD)
2934273784.jpg,1,Cassava Brown Streak Disease (CBSD)
2994432242.jpg,3,Cassava Mosaic Disease (CMD)
1649683387.jpg,1,Cassava Brown Streak Disease (CBSD)
2980488818.jpg,3,Cassava Mosaic Disease (CMD)
102719039.jpg,3,Cassava Mosaic Disease (CMD)
3219226576.jpg,0,Cassava Bacterial Blight (CBB)
2323920389.jpg,3,Cassava Mosaic Disease (CMD)
1017667711.jpg,2,Cassava Green Mottle (CGM)
2327192036.jpg,3,Cassava Mosaic Disease (CMD)
2420529827.jpg,3,Cassava Mosaic Disease (CMD)
3163012106.jpg,0,Cassava Bacterial Blight (CBB)
2527840845.jpg,3,Cassava Mosaic Disease (CMD)
294295655.jpg,4,Healthy
3371718731.jpg,1,Cassava Brown Streak Disease (CBSD)
1388871610.jpg,0,Cassava Bacterial Blight (CBB)
2205809644.jpg,3,Cassava Mosaic Disease (CMD)
2943495695.jpg,3,Cassava Mosaic Disease (CMD)
1627474400.jpg,1,Cassava Brown Streak Disease (CBSD)
2351141468.jpg,3,Cassava Mosaic Disease (CMD)
2869128816.jpg,1,Cassava Brown Streak Disease (CBSD)
3647699133.jpg,3,Cassava Mosaic Disease (CMD)
1025693532.jpg,3,Cassava Mosaic Disease (CMD)
238289094.jpg,3,Cassava Mosaic Disease (CMD)
3172927521.jpg,2,Cassava Green Mottle (CGM)
2870996618.jpg,3,Cassava Mosaic Disease (CMD)
644617197.jpg,0,Cassava Bacterial Blight (CBB)
1046156726.jpg,2,Cassava Green Mottle (CGM)
3187558480.jpg,4,Healthy
3462778369.jpg,2,Cassava Green Mottle (CGM)
1838219986.jpg,2,Cassava Green Mottle (CGM)
4257897572.jpg,4,Healthy
1763396057.jpg,4,Healthy
1218759874.jpg,4,Healthy
612647551.jpg,0,Cassava Bacterial Blight (CBB)
2873954031.jpg,2,Cassava Green Mottle (CGM)
3085561722.jpg,4,Healthy
1036133928.jpg,3,Cassava Mosaic Disease (CMD)
1058931181.jpg,3,Cassava Mosaic Disease (CMD)
1007246985.jpg,3,Cassava Mosaic Disease (CMD)
240629774.jpg,3,Cassava Mosaic Disease (CMD)
3031817409.jpg,4,Healthy
212825302.jpg,4,Healthy
2911400901.jpg,3,Cassava Mosaic Disease (CMD)
2011205362.jpg,0,Cassava Bacterial Blight (CBB)
2889124481.jpg,3,Cassava Mosaic Disease (CMD)
2237969004.jpg,1,Cassava Brown Streak Disease (CBSD)
2339434665.jpg,0,Cassava Bacterial Blight (CBB)
689108493.jpg,4,Healthy
2634977381.jpg,3,Cassava Mosaic Disease (CMD)
279714753.jpg,3,Cassava Mosaic Disease (CMD)
3259817213.jpg,4,Healthy
2932210794.jpg,4,Healthy
2787000269.jpg,3,Cassava Mosaic Disease (CMD)
2580494027.jpg,3,Cassava Mosaic Disease (CMD)
2582501865.jpg,3,Cassava Mosaic Disease (CMD)
239823668.jpg,4,Healthy
1418463220.jpg,2,Cassava Green Mottle (CGM)
3934961843.jpg,2,Cassava Green Mottle (CGM)
3692116146.jpg,1,Cassava Brown Streak Disease (CBSD)
2726255928.jpg,2,Cassava Green Mottle (CGM)
3020407594.jpg,3,Cassava Mosaic Disease (CMD)
3687520197.jpg,2,Cassava Green Mottle (CGM)
2548839038.jpg,1,Cassava Brown Streak Disease (CBSD)
229132698.jpg,3,Cassava Mosaic Disease (CMD)
1057579024.jpg,3,Cassava Mosaic Disease (CMD)
3707322639.jpg,0,Cassava Bacterial Blight (CBB)
2516099863.jpg,0,Cassava Bacterial Blight (CBB)
2057361034.jpg,1,Cassava Brown Streak Disease (CBSD)
2646803591.jpg,3,Cassava Mosaic Disease (CMD)
2510442333.jpg,2,Cassava Green Mottle (CGM)
2629234674.jpg,3,Cassava Mosaic Disease (CMD)
2969226797.jpg,3,Cassava Mosaic Disease (CMD)
1182402718.jpg,4,Healthy
1068174637.jpg,2,Cassava Green Mottle (CGM)
3258193135.jpg,0,Cassava Bacterial Blight (CBB)
3099277149.jpg,4,Healthy
2413961352.jpg,3,Cassava Mosaic Disease (CMD)
324248837.jpg,1,Cassava Brown Streak Disease (CBSD)
2936687909.jpg,3,Cassava Mosaic Disease (CMD)
1243561178.jpg,1,Cassava Brown Streak Disease (CBSD)
2383740789.jpg,3,Cassava Mosaic Disease (CMD)
133303828.jpg,0,Cassava Bacterial Blight (CBB)
1993917626.jpg,0,Cassava Bacterial Blight (CBB)
2528699318.jpg,2,Cassava Green Mottle (CGM)
2292792964.jpg,3,Cassava Mosaic Disease (CMD)
2562280265.jpg,3,Cassava Mosaic Disease (CMD)
2789524005.jpg,3,Cassava Mosaic Disease (CMD)
3118866660.jpg,1,Cassava Brown Streak Disease (CBSD)
3809350944.jpg,2,Cassava Green Mottle (CGM)
2034179066.jpg,1,Cassava Brown Streak Disease (CBSD)
1345845382.jpg,2,Cassava Green Mottle (CGM)
976976000.jpg,3,Cassava Mosaic Disease (CMD)
2186189358.jpg,2,Cassava Green Mottle (CGM)
2297160503.jpg,3,Cassava Mosaic Disease (CMD)
1649961148.jpg,4,Healthy
2957985551.jpg,3,Cassava Mosaic Disease (CMD)
2562484924.jpg,0,Cassava Bacterial Blight (CBB)
1854709315.jpg,1,Cassava Brown Streak Disease (CBSD)
848013707.jpg,4,Healthy
2152949074.jpg,3,Cassava Mosaic Disease (CMD)
3410500965.jpg,2,Cassava Green Mottle (CGM)
3918869320.jpg,2,Cassava Green Mottle (CGM)
2800812687.jpg,0,Cassava Bacterial Blight (CBB)
3142222157.jpg,1,Cassava Brown Streak Disease (CBSD)
1090285146.jpg,3,Cassava Mosaic Disease (CMD)
1766917625.jpg,1,Cassava Brown Streak Disease (CBSD)
1610520050.jpg,1,Cassava Brown Streak Disease (CBSD)
1575365407.jpg,3,Cassava Mosaic Disease (CMD)
222987451.jpg,2,Cassava Green Mottle (CGM)
3727359090.jpg,2,Cassava Green Mottle (CGM)
1684430173.jpg,2,Cassava Green Mottle (CGM)
2526462874.jpg,2,Cassava Green Mottle (CGM)
2614224221.jpg,3,Cassava Mosaic Disease (CMD)
3031973712.jpg,4,Healthy
2886957597.jpg,4,Healthy
1023937437.jpg,3,Cassava Mosaic Disease (CMD)
236428559.jpg,4,Healthy
1230922273.jpg,0,Cassava Bacterial Blight (CBB)
385046246.jpg,4,Healthy
1389754395.jpg,0,Cassava Bacterial Blight (CBB)
2367836541.jpg,3,Cassava Mosaic Disease (CMD)
2467555278.jpg,3,Cassava Mosaic Disease (CMD)
2546354749.jpg,0,Cassava Bacterial Blight (CBB)
224544096.jpg,3,Cassava Mosaic Disease (CMD)
1937240444.jpg,2,Cassava Green Mottle (CGM)
3271089723.jpg,2,Cassava Green Mottle (CGM)
3704646396.jpg,2,Cassava Green Mottle (CGM)
2254446708.jpg,3,Cassava Mosaic Disease (CMD)
1073105435.jpg,3,Cassava Mosaic Disease (CMD)
832593154.jpg,0,Cassava Bacterial Blight (CBB)
335204978.jpg,0,Cassava Bacterial Blight (CBB)
2545893399.jpg,2,Cassava Green Mottle (CGM)
3095413567.jpg,2,Cassava Green Mottle (CGM)
2810410846.jpg,3,Cassava Mosaic Disease (CMD)
1172621803.jpg,3,Cassava Mosaic Disease (CMD)
3240436783.jpg,1,Cassava Brown Streak Disease (CBSD)
114081332.jpg,3,Cassava Mosaic Disease (CMD)
2156160232.jpg,2,Cassava Green Mottle (CGM)
2188313592.jpg,3,Cassava Mosaic Disease (CMD)
1044411903.jpg,3,Cassava Mosaic Disease (CMD)
2622575097.jpg,3,Cassava Mosaic Disease (CMD)
3775082960.jpg,1,Cassava Brown Streak Disease (CBSD)
3696677446.jpg,4,Healthy
2337783115.jpg,3,Cassava Mosaic Disease (CMD)
3413715358.jpg,2,Cassava Green Mottle (CGM)
271476436.jpg,2,Cassava Green Mottle (CGM)
93955818.jpg,4,Healthy
1465908426.jpg,4,Healthy
1054987687.jpg,3,Cassava Mosaic Disease (CMD)
2495608764.jpg,3,Cassava Mosaic Disease (CMD)
2824854059.jpg,1,Cassava Brown Streak Disease (CBSD)
3914443109.jpg,2,Cassava Green Mottle (CGM)
736834551.jpg,0,Cassava Bacterial Blight (CBB)
414229694.jpg,4,Healthy
2406398124.jpg,1,Cassava Brown Streak Disease (CBSD)
2287436333.jpg,1,Cassava Brown Streak Disease (CBSD)
3595772932.jpg,3,Cassava Mosaic Disease (CMD)
2786559298.jpg,1,Cassava Brown Streak Disease (CBSD)
2382642453.jpg,1,Cassava Brown Streak Disease (CBSD)
2717168959.jpg,3,Cassava Mosaic Disease (CMD)
1776479289.jpg,0,Cassava Bacterial Blight (CBB)
1494523424.jpg,4,Healthy
3136225085.jpg,3,Cassava Mosaic Disease (CMD)
2534666222.jpg,1,Cassava Brown Streak Disease (CBSD)
1480435060.jpg,2,Cassava Green Mottle (CGM)
2398306504.jpg,0,Cassava Bacterial Blight (CBB)
2214576095.jpg,3,Cassava Mosaic Disease (CMD)
1317487445.jpg,4,Healthy
1744132907.jpg,2,Cassava Green Mottle (CGM)
2504431565.jpg,3,Cassava Mosaic Disease (CMD)
2150406389.jpg,3,Cassava Mosaic Disease (CMD)
296985472.jpg,3,Cassava Mosaic Disease (CMD)
2547522222.jpg,1,Cassava Brown Streak Disease (CBSD)
2847345267.jpg,1,Cassava Brown Streak Disease (CBSD)
3028155719.jpg,3,Cassava Mosaic Disease (CMD)
686503891.jpg,0,Cassava Bacterial Blight (CBB)
2222998086.jpg,1,Cassava Brown Streak Disease (CBSD)
2878645903.jpg,0,Cassava Bacterial Blight (CBB)
1326787301.jpg,0,Cassava Bacterial Blight (CBB)
2843368967.jpg,3,Cassava Mosaic Disease (CMD)
2216674050.jpg,3,Cassava Mosaic Disease (CMD)
747646454.jpg,4,Healthy
288659621.jpg,4,Healthy
3495104174.jpg,3,Cassava Mosaic Disease (CMD)
1990916295.jpg,0,Cassava Bacterial Blight (CBB)
2922748585.jpg,2,Cassava Green Mottle (CGM)
2839789012.jpg,2,Cassava Green Mottle (CGM)
2984964143.jpg,2,Cassava Green Mottle (CGM)
3247597074.jpg,2,Cassava Green Mottle (CGM)
3377838107.jpg,2,Cassava Green Mottle (CGM)
1060214168.jpg,0,Cassava Bacterial Blight (CBB)
1248926880.jpg,4,Healthy
4035835394.jpg,4,Healthy
2918749013.jpg,3,Cassava Mosaic Disease (CMD)
221215131.jpg,3,Cassava Mosaic Disease (CMD)
3994869632.jpg,4,Healthy
2634104651.jpg,4,Healthy
2659874728.jpg,2,Cassava Green Mottle (CGM)
2055831715.jpg,1,Cassava Brown Streak Disease (CBSD)
2372305189.jpg,3,Cassava Mosaic Disease (CMD)
23975111.jpg,3,Cassava Mosaic Disease (CMD)
1504701291.jpg,0,Cassava Bacterial Blight (CBB)
3030757766.jpg,3,Cassava Mosaic Disease (CMD)
2491061027.jpg,0,Cassava Bacterial Blight (CBB)
2456612393.jpg,3,Cassava Mosaic Disease (CMD)
2287137676.jpg,3,Cassava Mosaic Disease (CMD)
2372958438.jpg,3,Cassava Mosaic Disease (CMD)
2056096028.jpg,1,Cassava Brown Streak Disease (CBSD)
881299929.jpg,4,Healthy
2252494012.jpg,2,Cassava Green Mottle (CGM)
3421208425.jpg,2,Cassava Green Mottle (CGM)
1690305793.jpg,1,Cassava Brown Streak Disease (CBSD)
1096800842.jpg,2,Cassava Green Mottle (CGM)
2308142554.jpg,1,Cassava Brown Streak Disease (CBSD)
2233819064.jpg,3,Cassava Mosaic Disease (CMD)
616740640.jpg,4,Healthy
1558263812.jpg,2,Cassava Green Mottle (CGM)
3674354159.jpg,0,Cassava Bacterial Blight (CBB)
